quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
it is hardly likely that the big holders will lose the opportunity of raising the market to a still higher level.,markets,improve,na,na,vague,assertive,expert,na,national,False,na,current conditions are exceptionally favorable,na,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn86063034/0041418229A/1900021201/0493.xml,1900-02-12,"the morning news (savannah, ga.) 1887-1900",full_page,improve,improve,NBER,1.0,True,,12.0,default
I am sure that I am not unduly san- j the guln when I say that should France continue to Insist on her present selfish policy she alone will lose by her want of foresight.,general_business,worsen,down,na,vague,assertive,journalist,na,foreign,False,if France continues present selfish policy,policy will cause loss,bad,/service/ndnp/oru/batch_oru_pipit_ver04/data/sn85042400/00202194345/1900032401/0283.xml,1900-03-24,"the morning astorian (astoria, oregon) 1899-1930",full_page,worsen,,,,False,scope=foreign (not US national),,
"It Is almost certain that commercial i government in such an event and what conventions will be made by which Belgium will take all the coffee, if not far i commercially, to Brazil and to Franc.",prices,worsen,up,na,vague,assertive,expert,na,foreign,False,na,na,bad,/service/ndnp/oru/batch_oru_pipit_ver04/data/sn85042400/00202194345/1900032401/0283.xml,1900-03-24,"the morning astorian (astoria, oregon) 1899-1930",full_page,up,,,,False,scope=foreign (not US national),,
"All the Brazilian coffee sold in France would reach the French markets through Belgium. Spain, Italy and even Germany will a cheaper price while all Imported at present from French cloths, and trlm-",prices,improve,down,na,vague,assertive,expert,na,foreign,False,na,rerouting through Belgium lowers cost,bad,/service/ndnp/oru/batch_oru_pipit_ver04/data/sn85042400/00202194345/1900032401/0283.xml,1900-03-24,"the morning astorian (astoria, oregon) 1899-1930",full_page,down,,,,False,scope=foreign (not US national),,
"We have decided to rnmln In Astoria for the present, as th? future prospects and present business outlook compare favorably with any seen.",general_business,improve,na,na,vague,assertive,business,McAllen & McDonnell,regional,False,na,future prospects compare favorably,good,/service/ndnp/oru/batch_oru_pipit_ver04/data/sn85042400/00202194345/1900032401/0283.xml,1900-03-24,"the morning astorian (astoria, oregon) 1899-1930",full_page,improve,,,,False,scope=regional (not US national),,
"Foreign demand seems likely to play a most important part in the iron and steel industries, judging from the reports of advancing foreign markets- and of increasing inquiries upon manufacturers.",markets,improve,up,na,vague,hedged,journalist,na,industry,False,na,based on reports of foreign market inquiries,mixed,/service/ndnp/au/batch_au_brown_ver01/data/sn86072192/00340583383/1900032401/0749.xml,1900-03-24,"the age-herald (birmingham, ala.) 1897-1902",full_page,improve,,,,False,scope=industry (not US national),,
"This process is likely to be a rapid one, and the supply of money available for stock market purposes have evidently increased.",general_business,improve,up,na,vague,hedged,journalist,na,national,False,na,banks paying off loans increase money supply,good,/service/ndnp/au/batch_au_brown_ver01/data/sn86072192/00340583383/1900032401/0749.xml,1900-03-24,"the age-herald (birmingham, ala.) 1897-1902",full_page,improve,improve,NBER,1.0,True,,12.0,default
"""Old time activity is beginning to come to this camp, and inside of thirty days things will be boom ing, writes the Index Miner. The reason for this declaration is that strangers are arriving there daily and looking out for business loca tions and that the mines which have been running slowly all winter are now getting ready to greatly increase the size of their crews.",general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,influx of strangers and increased mining crews,bad,/service/ndnp/wa/batch_wa_gilia_ver01/data/sn84025811/00211100503/1900040601/0062.xml,1900-04-06,"the seattle republican (seattle, wash.) 1???-1915",full_page,improve,,,,False,scope=regional (not US national),,
"It is thought that the prospects foi a fine fruit crop in this stale were never more promising than at present, it was feared for a while that the cold weather would seri ously hurt the budding trees, but that danger has quite passed now and a big fruit crop is expected.",general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,cold weather danger passed,mixed,/service/ndnp/wa/batch_wa_gilia_ver01/data/sn84025811/00211100503/1900040601/0062.xml,1900-04-06,"the seattle republican (seattle, wash.) 1???-1915",full_page,improve,,,,False,scope=regional (not US national),,
The financial outlook for the company is bright as nothing of the kind has ever been discovered* in the west and therefore the markets will be near borne and not at great distances.,markets,improve,na,na,vague,assertive,expert,B. R. Noble,industry,True,na,new marble discovery will boost markets,na,/service/ndnp/sdhi/batch_sdhi_daikon_ver02/data/sn97065763/00332899697/1900041401/0520.xml,1900-04-14,"custer weekly chronicle (custer city, s.d.) 1890-1931",full_page,improve,,,,False,scope=industry (not US national),,
"Business outlook for the next six months: Good, but no boom.",general_business,improve,na,na,6,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,6.0,stated
"""Consideration of economic, factors leads me to expect an increase of around 4 per cent in general retail sales in the last half of 1963 as compared to a year ago.""",markets,improve,na,na,6,hedged,expert,Austin T. Cushman,national,True,na,economic factors,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,STOCK,1.0,True,,6.0,stated
"""it appears likely this level of business will be sustained dur ing the balance of the year.""",general_business,no_change,na,na,vague,hedged,expert,Harmon S. Eberhard,industry,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,flat,,,,False,scope=industry (not US national),,
"""adds up to an approximately 4 per cent over-all gain for 1963 over 1962""",general_business,improve,na,na,12,assertive,expert,Peter Kiewit,industry,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"""prospects are for ""no boom, but continued improvement throughout this year and possibly further gains in early 1964.""",general_business,improve,na,na,vague,hedged,expert,Emerson P. Schmidt,national,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"""For the year ahead, I look for good business, a period of moderate expansion, but no boom.""",general_business,improve,na,na,12,hedged,expert,William F. Butler,national,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,stated
"""Domestic demand for refined products has been generally higher than anticipated approximately 4 per cent above that of last year—and it appears reasonable to expect a gain of at least 3 per cent for the full year. I expect record operations for the industry as a whole during 1963 and earnings generally higher than in 1962.""",markets,improve,na,na,12,assertive,expert,John E. Swearingen,industry,True,na,higher demand,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"""If an adequate tax cut is enacted, I think we would see a vigorous expansion in business carrying through 1964 and perhaps further.""",general_business,improve,na,na,vague,hedged,expert,William F. Butler,national,True,adequate tax cut,tax incentives,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,improve,INDPRO,1.0,True,,12.0,default
"""Without a tax cut, I would expect business to level out fairly early next year, and I would be concerned about the possibility of a moderate adjustment (recession) later in 1964.""",general_business,worsen,na,na,vague,hedged,expert,William F. Butler,national,True,no tax cut,lack of stimulus,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default
"""it appears now there will be an easing off of rail traffic from current levels. Total volumes for the year will vary only little from those of 1962.""",markets,no_change,na,na,12,assertive,expert,Joseph S. Wright,industry,True,na,traffic easing,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,flat,,,,False,scope=industry (not US national),,
"""Another outstanding year for the appliance industry seems assured. It is expected that the year may exceed 1962 by 5 or 6 per cent.""",general_business,improve,na,na,12,hedged,expert,Zenith Radio Corp.,industry,True,na,na,mixed,/service/ndnp/dlc/batch_dlc_kubrick_ver01/data/sn83045462/00280609535/1963070101/0011.xml,1963-07-01,"evening star (washington, d.c.) 1854-1972",full_page,improve,,,,False,scope=industry (not US national),,
"Ed. Bittman, senior member of the Cash Mercantile Co. at Oakes, and one of the foremost business men of the state, was in the Zenith City of the New Northwest on Wednesday taking a quiet look into the business situation, and to THE TRIBUNE he advanced the opinion that Bowbells would become, in the very near future, one of the most important business centers northwest of the Twin Cities.",general_business,improve,na,na,vague,hedged,expert,Ed. Bittman,regional,True,na,based on his observation of the business situation,na,/service/ndnp/ndhi/batch_ndhi_jodium_ver01/data/sn88076095/00199918485/1900042001/0185.xml,1900-04-20,"the bowbells tribune (bowbells, ward co., n.d.) 1899-1969",full_page,improve,,,,False,scope=regional (not US national),,
"The anthracite coai companies will soon issue their usual spring circular, which is expected to show a reduction from the prices prevailing dur ing the winter months. The trade during the win ter has been good, a prominent anthracite operator said vesterday. The regular winter schedule has been on a basis of $425 a ton for chestnut, and the reductions soon to be announced will probably average less than 50 cents a ton.",prices,improve,down,na,vague,hedged,expert,prominent anthracite operator,national,True,na,seasonal price reduction expected,good,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040833/1900033101/0561.xml,1900-03-31,new-york tribune (new york [n.y.]) 1866-1924,full_page,down,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,6.0,inferred_short
"The franchise tax will not affect the value of general railroad securities, and the destructive sugar war will not alarm investors who do not hold Sugar stock.",markets,no_change,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040833/1900033101/0561.xml,1900-03-31,new-york tribune (new york [n.y.]) 1866-1924,full_page,flat,improve,NBER,0.0,True,,12.0,default
Treasury officers appear to believe that the movement will increase and run on for some time.,markets,improve,na,na,vague,hedged,official,na,national,False,na,belief in continued increase,mixed,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040833/1900033101/0561.xml,1900-03-31,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,improve,NBER,1.0,True,,24.0,inferred_long
"The increased trade activity and the heavy Treasury receipts are likely to cause a serious drain on this centre, but the banks will doubtless modify the strain by taking out new circulation.",markets,improve,na,na,vague,hedged,official,na,national,False,na,banks will issue new circulation,mixed,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040833/1900033101/0561.xml,1900-03-31,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,improve,NBER,1.0,True,,12.0,default
"the present upward movement is not at an end by any means, ""because it is altogether bas-.*d upon too many sound reasons to prove nothing but a short and temporary spurt. Tin present rife is based upon the excellent business conditions thut prevail; upon the large earnings of the securities dealt in on the Stock Exchange; upon the passage of the new currency bill, which eatablishes the gold standard and allows of a moderate expansion of the currency, and upon the scarcity of safe and profitable invest ments.",markets,improve,up,na,vague,assertive,expert,Henry Clews,national,True,na,based on sound reasons and business conditions,good,/service/ndnp/wvu/batch_wvu_germany_ver01/data/sn84026844/00202193730/1900040201/0645.xml,1900-04-02,"the wheeling daily intelligencer (wheeling, w. va.) 1865-1903",full_page,improve,improve,NBER,1.0,True,,12.0,default
